word,order_id,seller_state,count,english,sentiment,specificity
chegou,fe0c59004b59a99b0240ce5facde84eb,ES,1,arrived,POSITIVE,2.5
qualidade,fe0c59004b59a99b0240ce5facde84eb,ES,1,quality,POSITIVE,3.6
perfeito,fe0c59004b59a99b0240ce5facde84eb,ES,1,perfect,POSITIVE,48.0
prazo,faf4b0fe89a6f599276eccc2f5944ca6,SP,1,on-time,POSITIVE,5.6
bom,faf4b0fe89a6f599276eccc2f5944ca6,SP,1,good,POSITIVE,13.5
dentro,faf4b0fe89a6f599276eccc2f5944ca6,SP,1,within,POSITIVE,5.8
aguardando,f3a34019663003872f3892902d2b7b2d,MG,1,still-waiting,NEGATIVE,10.9
prazo,1f2715f75ad527f2090c7824de573b9a,SP,1,on-time,POSITIVE,5.6
prazo,d28b9fc7e25679fbae70211d38a44518,SP,1,on-time,POSITIVE,5.6
prazo,2fabe3a6fbc1051857b2494418c8339d,SP,1,on-time,POSITIVE,5.6
chegou,2fabe3a6fbc1051857b2494418c8339d,SP,1,arrived,POSITIVE,2.5
recomendo,2fabe3a6fbc1051857b2494418c8339d,SP,1,recommend,POSITIVE,8.1
adorei,2fabe3a6fbc1051857b2494418c8339d,SP,1,loved,POSITIVE,78.5
prazo,94153bbf95f273c5b6c342d2acc6d017,SP,1,on-time,POSITIVE,5.6
bom,94153bbf95f273c5b6c342d2acc6d017,SP,1,good,POSITIVE,13.5
recomendo,26e2db0bd73689ff814692e3dc232671,SP,1,recommend,POSITIVE,8.1
qualidade,26e2db0bd73689ff814692e3dc232671,SP,1,quality,POSITIVE,3.6
prazo,0a32919eaa38cf81a09bb4cd2ca383df,PR,1,on-time,POSITIVE,5.6
dentro,0a32919eaa38cf81a09bb4cd2ca383df,PR,1,within,POSITIVE,5.8
prazo,69b9c3b717d29b276ed35ee72178a6ab,SC,1,on-time,POSITIVE,5.6
chegou,69b9c3b717d29b276ed35ee72178a6ab,SC,1,arrived,POSITIVE,2.5
recomendo,69b9c3b717d29b276ed35ee72178a6ab,SC,1,recommend,POSITIVE,8.1
obrigado,69b9c3b717d29b276ed35ee72178a6ab,SC,1,thank-you,POSITIVE,9.7
atendimento,7f73858012ce32efed89439a20062df2,SP,1,atendimento,POSITIVE,4.1
contato,7f73858012ce32efed89439a20062df2,SP,1,no-contact,NEGATIVE,12.0
aguardando,7f73858012ce32efed89439a20062df2,SP,1,still-waiting,NEGATIVE,10.9
prazo,f50bd02311315c46f542964e4abb5886,SP,1,on-time,POSITIVE,5.6
recomendo,f50bd02311315c46f542964e4abb5886,SP,1,recommend,POSITIVE,8.1
previsto,f50bd02311315c46f542964e4abb5886,SP,1,expected,POSITIVE,10.3
conforme,f50bd02311315c46f542964e4abb5886,SP,1,as-expected,POSITIVE,4.3
bom,71bed795590c5696341284d24a4d845d,MG,1,good,POSITIVE,13.5
defeito,a27874560d28be4b067361438e6ac19f,SP,1,defective,NEGATIVE,4.2
prazo,132d431a6757fe865a1f7117978bd0e0,SP,1,on-time,POSITIVE,5.6
super,f1f8ad6699e72bbab0ca848700236de8,SP,1,super,POSITIVE,16.4
satisfeito,f1f8ad6699e72bbab0ca848700236de8,SP,1,satisfeito,POSITIVE,24.9
recomendo,6eea8cd99d26a8bbdf39d5289e4e7601,SP,1,recommend,POSITIVE,8.1
prazo,0c47aeb0b91c17647935a2b53c38d083,SP,1,on-time,POSITIVE,5.6
recomendo,beaa9a04baa88f8e5bbf8dc2f28a1c54,SP,1,recommend,POSITIVE,8.1
qualidade,beaa9a04baa88f8e5bbf8dc2f28a1c54,SP,1,quality,POSITIVE,3.6
boa,beaa9a04baa88f8e5bbf8dc2f28a1c54,SP,1,good(f),POSITIVE,4.9
bom,aa61e95f95f3ec74b8a3b7c5c174c0c5,SP,1,good,POSITIVE,13.5
saber,aa61e95f95f3ec74b8a3b7c5c174c0c5,SP,1,saber,NEGATIVE,8.1
chegou,e48b8d245a4e83db60a76367fe7ffad2,SP,1,arrived,POSITIVE,2.5
gostei,e48b8d245a4e83db60a76367fe7ffad2,SP,1,liked,POSITIVE,4.1
comprar,e48b8d245a4e83db60a76367fe7ffad2,SP,1,buy-again,POSITIVE,3.1
qualidade,1c8b4e99b0bc55e61bda13d020efb26d,SP,1,quality,POSITIVE,3.6
aguardo,1c8b4e99b0bc55e61bda13d020efb26d,SP,1,waiting,NEGATIVE,11.0
retorno,1c8b4e99b0bc55e61bda13d020efb26d,SP,1,no-callback,NEGATIVE,19.4
chegou,ba8725726da21140bbe12319d7369d39,MG,1,arrived,POSITIVE,2.5
gostei,ba8725726da21140bbe12319d7369d39,MG,1,liked,POSITIVE,4.1
satisfeito,3ad2e497fdcd8a39a30da81b156b3b31,SP,1,satisfeito,POSITIVE,24.9
obrigado,3ad2e497fdcd8a39a30da81b156b3b31,SP,1,thank-you,POSITIVE,9.7
recomendo,f8dc2e2efd79f135f2ae7b04e0d95985,MG,1,recommend,POSITIVE,8.1
aguardo,011bf86f1b7dacebda2c874333cf656b,SP,1,waiting,NEGATIVE,11.0
gostei,b57e995a96941e23ee717939a2372baf,SP,1,liked,POSITIVE,4.1
excelente,7d95b7b7b3b608ce023db6ed122d47d7,SP,1,excellent,POSITIVE,91.3
satisfeito,7d95b7b7b3b608ce023db6ed122d47d7,SP,1,satisfeito,POSITIVE,24.9
prazo,2b86b00276fcf833862d7d1c8dfd1607,PR,1,on-time,POSITIVE,5.6
excelente,2b86b00276fcf833862d7d1c8dfd1607,PR,2,excellent,POSITIVE,91.3
bom,ebcb26a45847ef36be47894f2af9bfd7,SP,1,good,POSITIVE,13.5
correto,ce182b138eec89ddd69e9fca1c900aae,SC,1,correto,POSITIVE,4.2
resposta,7975bad6e2c65b59ab15b7152c94c63d,SP,1,no-response,NEGATIVE,23.5
comprar,ed83f6065ae47112c8cfbd22e231b6d8,SP,1,buy-again,POSITIVE,3.1
atendimento,ed83f6065ae47112c8cfbd22e231b6d8,SP,1,atendimento,POSITIVE,4.1
obrigado,ed83f6065ae47112c8cfbd22e231b6d8,SP,1,thank-you,POSITIVE,9.7
resposta,ed83f6065ae47112c8cfbd22e231b6d8,SP,1,no-response,NEGATIVE,23.5
bom,ee5cda8e001e5e116ecfadae037c5b1e,SP,1,good,POSITIVE,13.5
prazo,394f1635c89b6816274552e7caa43099,SP,1,on-time,POSITIVE,5.6
recomendo,394f1635c89b6816274552e7caa43099,SP,1,recommend,POSITIVE,8.1
amei,394f1635c89b6816274552e7caa43099,SP,1,loved-it,POSITIVE,119.8
prazo,2c6ae86ae5a3e97baa148a17002e6684,SP,1,on-time,POSITIVE,5.6
recomendo,741a088353f3774474ff3b2d7da8f0de,SP,1,recommend,POSITIVE,8.1
prazo,14d9794bbb53614d12cc2df6a045f82b,PR,1,on-time,POSITIVE,5.6
chegou,14d9794bbb53614d12cc2df6a045f82b,PR,1,arrived,POSITIVE,2.5
excelente,bd939febd5fa2bc6fad46977e31c4257,SC,1,excellent,POSITIVE,91.3
prazo,c962dcc5dbea32a63325a3f4a0c271ed,PR,1,on-time,POSITIVE,5.6
bom,c962dcc5dbea32a63325a3f4a0c271ed,PR,1,good,POSITIVE,13.5
dentro,c962dcc5dbea32a63325a3f4a0c271ed,PR,1,within,POSITIVE,5.8
qualidade,a37899c3ad27b6026ecbd566651bdb46,SP,1,quality,POSITIVE,3.6
recomendo,181835eef0cb512ef4d11e3240815b95,SP,1,recommend,POSITIVE,8.1
qualidade,181835eef0cb512ef4d11e3240815b95,SP,1,quality,POSITIVE,3.6
conforme,181835eef0cb512ef4d11e3240815b95,SP,1,as-expected,POSITIVE,4.3
prazo,ccb3dbd615aa85a6ee4e6002b025fd31,SP,1,on-time,POSITIVE,5.6
previsto,1ee4d0544d11c277367d2df9c25ae406,MG,1,expected,POSITIVE,10.3
entregaram,1ee4d0544d11c277367d2df9c25ae406,MG,1,entregaram,NEGATIVE,2.5
prazo,458c3becc527a774b463c7beaa28b105,MG,1,on-time,POSITIVE,5.6
bom,3598211db755ee86a39eb09bbb4d4365,PR,1,good,POSITIVE,13.5
perfeito,3598211db755ee86a39eb09bbb4d4365,PR,1,perfect,POSITIVE,48.0
lindo,3598211db755ee86a39eb09bbb4d4365,PR,1,beautiful,POSITIVE,41.8
prazo,1f32e76e92fc0ebf756639dad26ebaa9,SP,1,on-time,POSITIVE,5.6
dentro,1f32e76e92fc0ebf756639dad26ebaa9,SP,1,within,POSITIVE,5.8
recomendo,4b7a7eb6b477c63b872d57f9f2782269,SP,1,recommend,POSITIVE,8.1
super,4b7a7eb6b477c63b872d57f9f2782269,SP,1,super,POSITIVE,16.4
prazo,9770161a61210c2eaee29c5a572785c3,SP,1,on-time,POSITIVE,5.6
bom,9770161a61210c2eaee29c5a572785c3,SP,1,good,POSITIVE,13.5
troca,9e8b358ee10c7f0194a7a017f1334dfa,SP,1,exchange,NEGATIVE,6.1
prazo,b999bcbc5dcb6e24a831378739f69e88,SP,1,on-time,POSITIVE,5.6
chegou,b999bcbc5dcb6e24a831378739f69e88,SP,1,arrived,POSITIVE,2.5
excelente,9d107f7c71a717cfcccc479c9e300302,SP,1,excellent,POSITIVE,91.3
cor,2199eb036d812a867e2b1e1dc7434366,SP,1,cor,NEGATIVE,2.1
prazo,56c07a8c954c56563cd630953dab3adb,MG,1,on-time,POSITIVE,5.6
chegou,56c07a8c954c56563cd630953dab3adb,MG,1,arrived,POSITIVE,2.5
bom,56c07a8c954c56563cd630953dab3adb,MG,1,good,POSITIVE,13.5
obrigado,56c07a8c954c56563cd630953dab3adb,MG,1,thank-you,POSITIVE,9.7
recomendo,02a059e99249511338c51476bf3d942e,SP,1,recommend,POSITIVE,8.1
otimo,02a059e99249511338c51476bf3d942e,SP,1,great,POSITIVE,40.4
adorei,aac15589b232e9722429d3a06a547b6d,SP,1,loved,POSITIVE,78.5
lindo,aac15589b232e9722429d3a06a547b6d,SP,1,beautiful,POSITIVE,41.8
boa,c98c0d54162f552567aae1af36d539b4,MA,1,good(f),POSITIVE,4.9
conforme,c98c0d54162f552567aae1af36d539b4,MA,1,as-expected,POSITIVE,4.3
prazo,cd0b541e98a2f6e67bffc5850969ac2e,SP,1,on-time,POSITIVE,5.6
bom,992e5d6c51707533e0be958b2e283373,SP,1,good,POSITIVE,13.5
atendimento,a711032f5b2df3b039238b1a273076b8,SP,1,atendimento,POSITIVE,4.1
momento,5de59551c282b892ae9ff238fd557145,SP,1,until-now,NEGATIVE,7.6
bom,cc0482c9c30742e1f8ce96e0e1cebe07,SP,1,good,POSITIVE,13.5
perfeito,9f711f8df6632759b268fe6b611ed87f,SP,1,perfect,POSITIVE,48.0
receber,9f711f8df6632759b268fe6b611ed87f,SP,1,yet-to-receive,NEGATIVE,4.7
falta,9f711f8df6632759b268fe6b611ed87f,SP,1,falta,NEGATIVE,5.3
excelente,883915e4c377d6f9192fad3ae5d4374c,SP,1,excellent,POSITIVE,91.3
conforme,883915e4c377d6f9192fad3ae5d4374c,SP,1,as-expected,POSITIVE,4.3
boa,56d77478af78c445066db1c9876e9e84,SP,1,good(f),POSITIVE,4.9
aguardando,56d77478af78c445066db1c9876e9e84,SP,1,still-waiting,NEGATIVE,10.9
super,ce46bc8d2065cf01585478045eeafd8a,RS,1,super,POSITIVE,16.4
satisfeita,ce46bc8d2065cf01585478045eeafd8a,RS,1,satisfied,POSITIVE,15.1
bom,39774525e32164b147737bc4932ec02a,SP,1,good,POSITIVE,13.5
chegou,04b9b5e585a9c4f0a8e54706eb6dca47,MG,1,arrived,POSITIVE,2.5
prazo,862a507705acaf4976559515b7b78908,SP,1,on-time,POSITIVE,5.6
chegou,862a507705acaf4976559515b7b78908,SP,1,arrived,POSITIVE,2.5
qualidade,10482cea058f80e06b62b933eba72928,PR,1,quality,POSITIVE,3.6
bom,8ec58bc9d39789f8d32575cc5ce0cf0c,SP,1,good,POSITIVE,13.5
boa,8ec58bc9d39789f8d32575cc5ce0cf0c,SP,1,good(f),POSITIVE,4.9
otimo,5a2c5c05a81bd6f430409c33079b43b1,SP,1,great,POSITIVE,40.4
atendimento,5a2c5c05a81bd6f430409c33079b43b1,SP,1,atendimento,POSITIVE,4.1
prazo,7ef3b5a97b46c5f804765c88b291d34a,SP,1,on-time,POSITIVE,5.6
tinha,7ef3b5a97b46c5f804765c88b291d34a,SP,1,tinha,NEGATIVE,3.2
lindo,fa534840c9b5b3a7052a37a863ea1790,SP,1,beautiful,POSITIVE,41.8
gostaria,fa534840c9b5b3a7052a37a863ea1790,SP,1,gostaria,NEGATIVE,4.5
prazo,dc3114be48739b0c6bdb03a041726812,SP,1,on-time,POSITIVE,5.6
qualidade,dc3114be48739b0c6bdb03a041726812,SP,1,quality,POSITIVE,3.6
boa,dc3114be48739b0c6bdb03a041726812,SP,1,good(f),POSITIVE,4.9
satisfeito,dc3114be48739b0c6bdb03a041726812,SP,1,satisfeito,POSITIVE,24.9
super,f3acc2164626450872d7ebb22d285670,SP,1,super,POSITIVE,16.4
adorei,f3acc2164626450872d7ebb22d285670,SP,1,loved,POSITIVE,78.5
aguardo,649b01370e30b79f0df619bf8ebc9201,SP,1,waiting,NEGATIVE,11.0
saber,649b01370e30b79f0df619bf8ebc9201,SP,1,saber,NEGATIVE,8.1
gostaria,649b01370e30b79f0df619bf8ebc9201,SP,1,gostaria,NEGATIVE,4.5
qualidade,273f82958d907705dde15be4062c6888,SP,1,quality,POSITIVE,3.6
boa,273f82958d907705dde15be4062c6888,SP,1,good(f),POSITIVE,4.9
aguardando,1cee73866d7513dbc499639d14020ce4,SP,1,still-waiting,NEGATIVE,10.9
chegou,982f11c6a768ad4cd2c08c45b259e5a8,SP,1,arrived,POSITIVE,2.5
super,cf68118a73d946c12f379bfcaa85e9f0,SP,1,super,POSITIVE,16.4
amei,cf68118a73d946c12f379bfcaa85e9f0,SP,1,loved-it,POSITIVE,119.8
gostei,05709f85ee94e226753ae0ed0886b69b,SP,1,liked,POSITIVE,4.1
recomendo,0f3d2ca532c34901392f4d86e4a1e5ba,SC,1,recommend,POSITIVE,8.1
obrigado,c9f1330428746f0615d885b863acce6b,MG,1,thank-you,POSITIVE,9.7
fiz,c9f1330428746f0615d885b863acce6b,MG,1,I-made-complaint,NEGATIVE,4.0
boa,64fe1a032e48385440b54e5892d778be,MG,1,good(f),POSITIVE,4.9
retorno,f2d5ab09d0a8af8a6c3b93031647b532,SP,1,no-callback,NEGATIVE,19.4
troca,f2d5ab09d0a8af8a6c3b93031647b532,SP,1,exchange,NEGATIVE,6.1
conforme,eeea6d8b7be9d2940ad03da32772f073,SP,1,as-expected,POSITIVE,4.3
embalado,eeea6d8b7be9d2940ad03da32772f073,SP,1,well-packed,POSITIVE,11.0
boa,29657e8789b3a8efaefcdf79a439baad,MG,1,good(f),POSITIVE,4.9
gostei,978314826289d9ec86d6d6a627eaf810,SP,1,liked,POSITIVE,4.1
fiz,978314826289d9ec86d6d6a627eaf810,SP,1,I-made-complaint,NEGATIVE,4.0
boa,91a5fad6dc3c119cb3dcbc59f22b9f80,SP,1,good(f),POSITIVE,4.9
prazo,a64857875df4362cca149374111dd6f9,SP,1,on-time,POSITIVE,5.6
chegou,a64857875df4362cca149374111dd6f9,SP,1,arrived,POSITIVE,2.5
lindo,a64857875df4362cca149374111dd6f9,SP,1,beautiful,POSITIVE,41.8
bom,f2cf45e30b7281798c16050559433fe9,SP,1,good,POSITIVE,13.5
bom,1f9dfc58c0cc9cd0436629cbcd7fb639,SC,1,good,POSITIVE,13.5
previsto,1f9dfc58c0cc9cd0436629cbcd7fb639,SC,1,expected,POSITIVE,10.3
prazo,1974ffc6d3d8f6e9d8f82fcffa4be2a5,SP,1,on-time,POSITIVE,5.6
chegou,1974ffc6d3d8f6e9d8f82fcffa4be2a5,SP,1,arrived,POSITIVE,2.5
adorei,1974ffc6d3d8f6e9d8f82fcffa4be2a5,SP,1,loved,POSITIVE,78.5
chegou,25c3fbf15b360f74b84875c3a5627296,PR,1,arrived,POSITIVE,2.5
obrigado,957835fcdd687e80443310e35eb113b9,SP,1,thank-you,POSITIVE,9.7
qualidade,0ed4f86f537498adc199e28f682e2946,SP,1,quality,POSITIVE,3.6
bom,ac699d120c768095409c6a373ed364de,PR,1,good,POSITIVE,13.5
bom,60cff1372b45d7f481adbab11476d143,SP,1,good,POSITIVE,13.5
cor,3b2cfa22d9226264ad6c05510c4a3ef3,SP,1,cor,NEGATIVE,2.1
prazo,a7e2e99e49329dff2ac305e42c7fb59e,SP,1,on-time,POSITIVE,5.6
chegou,a7e2e99e49329dff2ac305e42c7fb59e,SP,1,arrived,POSITIVE,2.5
obrigado,a7e2e99e49329dff2ac305e42c7fb59e,SP,1,thank-you,POSITIVE,9.7
qualidade,2fec4096e4bb7a55405ef23109cd7337,SP,1,quality,POSITIVE,3.6
bom,0ff527b55e45686048447523eccdcf1d,MA,1,good,POSITIVE,13.5
satisfeito,0fdc6ce12cb319cb9c173af525080d3f,SP,1,satisfeito,POSITIVE,24.9
qualidade,02b57c07010db3ded50936152756a6e8,SP,1,quality,POSITIVE,3.6
excelente,02b57c07010db3ded50936152756a6e8,SP,1,excellent,POSITIVE,91.3
lindo,02b57c07010db3ded50936152756a6e8,SP,1,beautiful,POSITIVE,41.8
gostei,3ea80782fbbd337428a6a454c4a297c3,SP,1,liked,POSITIVE,4.1
bom,4f9b6a9b3216925859301fc767b0fece,SP,1,good,POSITIVE,13.5
recomendo,c11717d999ffc510a6441df946f0a94d,MG,1,recommend,POSITIVE,8.1
diferente,1b0577d71cd408c29c2fe1c9ec939056,SP,1,different-item,NEGATIVE,6.3
prazo,130d0e27289efce0e9d8d74c3c1d43b8,MG,1,on-time,POSITIVE,5.6
chegou,130d0e27289efce0e9d8d74c3c1d43b8,MG,1,arrived,POSITIVE,2.5
quero,aa870603711e38df064454224e013c3a,SP,1,I-want-refund,NEGATIVE,12.0
prazo,f963c329c770720f168067c84761f221,SP,1,on-time,POSITIVE,5.6
chegou,f963c329c770720f168067c84761f221,SP,1,arrived,POSITIVE,2.5
satisfeita,f963c329c770720f168067c84761f221,SP,1,satisfied,POSITIVE,15.1
qualidade,09475a764868b0fa004ced42388fe6c6,SP,1,quality,POSITIVE,3.6
bom,bc08ece5b2bd05996f24170097997d00,SP,1,good,POSITIVE,13.5
bom,4068a5daf06244e4aa1a85a67983cc62,SP,1,good,POSITIVE,13.5
prazo,c042c97fd633f5e705a44361fb468828,SP,1,on-time,POSITIVE,5.6
chegou,c042c97fd633f5e705a44361fb468828,SP,1,arrived,POSITIVE,2.5
bom,c042c97fd633f5e705a44361fb468828,SP,1,good,POSITIVE,13.5
nem,362aa88dd1265e7b4ea491b5836fb5f6,RJ,1,not-even,NEGATIVE,9.2
prazo,c9cf1b341e0a14fb94022101fa6c4604,SP,1,on-time,POSITIVE,5.6
prazo,541e98fb4e0b225dbc4493ae9d53eeb3,RS,2,on-time,POSITIVE,5.6
chegou,541e98fb4e0b225dbc4493ae9d53eeb3,RS,1,arrived,POSITIVE,2.5
bom,541e98fb4e0b225dbc4493ae9d53eeb3,RS,1,good,POSITIVE,13.5
recomendo,541e98fb4e0b225dbc4493ae9d53eeb3,RS,1,recommend,POSITIVE,8.1
prazo,fa2b7f457f0624bb344dc3023f557d7e,PR,1,on-time,POSITIVE,5.6
bom,7ef1da1730f64df72be4189c5ea58c66,PR,1,good,POSITIVE,13.5
comprar,7ef1da1730f64df72be4189c5ea58c66,PR,1,buy-again,POSITIVE,3.1
duas,cb3ee452f223a59cfedcfdc6c6edd21c,RJ,1,two-weeks,NEGATIVE,5.4
tinha,cb3ee452f223a59cfedcfdc6c6edd21c,RJ,1,tinha,NEGATIVE,3.2
dentro,12a545f53715575246beec2da90d6de4,SP,1,within,POSITIVE,5.8
aguardando,d5558a097766363b8e76b38c43332e8a,SP,1,still-waiting,NEGATIVE,10.9
hoje,d5558a097766363b8e76b38c43332e8a,SP,1,hoje,NEGATIVE,7.1
defeito,897ec6416d50126a9061626f0fc2d658,SP,1,defective,NEGATIVE,4.2
gostei,ce021ef42ff5227b0658faac2069ab5a,RS,1,liked,POSITIVE,4.1
boa,ce021ef42ff5227b0658faac2069ab5a,RS,1,good(f),POSITIVE,4.9
recomendo,5e6f7229aec06e67732033777ee84816,SP,1,recommend,POSITIVE,8.1
gostei,5e6f7229aec06e67732033777ee84816,SP,1,liked,POSITIVE,4.1
dois,62dfd92a1007e2ed2fa4403fef1363ba,SP,1,dois,NEGATIVE,5.5
paguei,62dfd92a1007e2ed2fa4403fef1363ba,SP,1,I-paid-for,NEGATIVE,9.6
recomendo,76a34d13a444dc9e514d59482291ba07,SP,1,recommend,POSITIVE,8.1
duas,76a34d13a444dc9e514d59482291ba07,SP,1,two-weeks,NEGATIVE,5.4
somente,76a34d13a444dc9e514d59482291ba07,SP,1,somente,NEGATIVE,4.5
chegou,a4a82921d715a8e41c1f63842761f0df,CE,1,arrived,POSITIVE,2.5
perfeito,a4a82921d715a8e41c1f63842761f0df,CE,1,perfect,POSITIVE,48.0
satisfeita,a4a82921d715a8e41c1f63842761f0df,CE,1,satisfied,POSITIVE,15.1
super,15c083daa3863e259ff8a340f1422546,SP,1,super,POSITIVE,16.4
adorei,15c083daa3863e259ff8a340f1422546,SP,1,loved,POSITIVE,78.5
chegou,4609e3dffa747068028fe0a5962b41f2,MG,1,arrived,POSITIVE,2.5
prazo,7a8f0c1255003a0de7fd484dbab75fdb,MA,1,on-time,POSITIVE,5.6
gostei,8b5a4b2799bee31ca06187259aea4da5,SP,1,liked,POSITIVE,4.1
bom,e08debbe8f44228bc16e6e292bff6f4f,DF,1,good,POSITIVE,13.5
aguardando,dafa99d3aad16f19a8309819438cf7db,SP,1,still-waiting,NEGATIVE,10.9
fiz,dafa99d3aad16f19a8309819438cf7db,SP,1,I-made-complaint,NEGATIVE,4.0
qualidade,392e29240c299001aa7052bf0dd61133,SC,1,quality,POSITIVE,3.6
previsto,f49f77badfc3933812e76370092e7995,MG,1,expected,POSITIVE,10.3
conforme,f49f77badfc3933812e76370092e7995,MG,1,as-expected,POSITIVE,4.3
momento,f49f77badfc3933812e76370092e7995,MG,1,until-now,NEGATIVE,7.6
prazo,a9371d84972a342ce1cbfc0343d3518f,SP,1,on-time,POSITIVE,5.6
qualidade,d264421b887f4e405264ade6f808e63f,RJ,1,quality,POSITIVE,3.6
nem,d264421b887f4e405264ade6f808e63f,RJ,1,not-even,NEGATIVE,9.2
recomendo,6f102b48a7f2f95443550bc4021439e3,SP,1,recommend,POSITIVE,8.1
perfeito,6f102b48a7f2f95443550bc4021439e3,SP,1,perfect,POSITIVE,48.0
comprar,6f102b48a7f2f95443550bc4021439e3,SP,1,buy-again,POSITIVE,3.1
qualidade,539fbc059a691c7fa7d239e2d495f60b,SP,1,quality,POSITIVE,3.6
prazo,53ae9aaa6ba9fefffe3c0db94f4d2c43,RJ,1,on-time,POSITIVE,5.6
qualidade,6e7898e06393adab4c3c2a7e2f56fe2b,MG,1,quality,POSITIVE,3.6
gostei,6e7898e06393adab4c3c2a7e2f56fe2b,MG,1,liked,POSITIVE,4.1
prazo,d9f2ee12d57f465026b7dd57c016c8bf,PR,1,on-time,POSITIVE,5.6
embalado,f2b12679297e36967f32d0f6d776a23c,SP,1,well-packed,POSITIVE,11.0
excelente,364b5f3b94152788007c68501e6c79b9,SP,1,excellent,POSITIVE,91.3
defeito,460ef4237e6579e9b59b6b313f96b825,SP,1,defective,NEGATIVE,4.2
prazo,2e34c4ee86e4ace97b31109afa1f2bb0,SP,1,on-time,POSITIVE,5.6
bom,076b2c2ebef1ce8600aec810d3bf6286,BA,1,good,POSITIVE,13.5
atendimento,ac322840b831b1a94396f7adc2a56d4d,SP,1,atendimento,POSITIVE,4.1
chegou,a7ccc4df2d363b2ba9037d1ef834a250,SP,1,arrived,POSITIVE,2.5
hoje,a7ccc4df2d363b2ba9037d1ef834a250,SP,1,hoje,NEGATIVE,7.1
chegou,96c23bd7ad4b2dc9dc421e8483c06bc1,SP,1,arrived,POSITIVE,2.5
prazo,40a1b377583e234ad0cb70b2a7f3ea30,RJ,1,on-time,POSITIVE,5.6
qualidade,29e364dfcbd17d9ebd50456ac1cdd335,SP,1,quality,POSITIVE,3.6
comprar,29e364dfcbd17d9ebd50456ac1cdd335,SP,1,buy-again,POSITIVE,3.1
cor,29e364dfcbd17d9ebd50456ac1cdd335,SP,1,cor,NEGATIVE,2.1
adorei,1233838f2d670d7e4d115557ddcc52bb,SP,1,loved,POSITIVE,78.5
gostei,a02898dcd7117b317f28c8de4cb9af61,SP,1,liked,POSITIVE,4.1
perfeito,4b9fec2aafb24c7a29deb4edfea665b5,SP,1,perfect,POSITIVE,48.0
prazo,bef79681fbe33b2789095e966c159563,SP,1,on-time,POSITIVE,5.6
chegou,bef79681fbe33b2789095e966c159563,SP,1,arrived,POSITIVE,2.5
dentro,bef79681fbe33b2789095e966c159563,SP,1,within,POSITIVE,5.8
chegou,4d1192ac6ee23ec6a3f1fd439ebec659,SP,1,arrived,POSITIVE,2.5
perfeito,4d1192ac6ee23ec6a3f1fd439ebec659,SP,1,perfect,POSITIVE,48.0
dois,1f70d88d8d6e9880a9e50ee78420c24c,PR,1,dois,NEGATIVE,5.5
excelente,7018b49455a47164272f9272d400f363,SP,1,excellent,POSITIVE,91.3
previsto,7018b49455a47164272f9272d400f363,SP,1,expected,POSITIVE,10.3
bom,dd24afdeaec4b19f1252b69021aa4ab8,RJ,1,good,POSITIVE,13.5
dois,1864e41539736858aa1100d27cf3f34c,SP,1,dois,NEGATIVE,5.5
entregaram,1864e41539736858aa1100d27cf3f34c,SP,1,entregaram,NEGATIVE,2.5
bom,83170393ec3a57a446d28e0b5fe1f232,SP,1,good,POSITIVE,13.5
recomendo,83170393ec3a57a446d28e0b5fe1f232,SP,1,recommend,POSITIVE,8.1
prazo,3ef716b6f672d016c160b4187f0b071f,SP,1,on-time,POSITIVE,5.6
bom,494e5e7faa93467e7da809ca3b59c74b,SP,1,good,POSITIVE,13.5
aguardando,8cf2872446567a22b4bf3c3b713f6f8b,SP,1,still-waiting,NEGATIVE,10.9
dinheiro,8cf2872446567a22b4bf3c3b713f6f8b,SP,1,money-back,NEGATIVE,31.2
qualidade,c831dfa9abd0bef0a22f752d550d3444,SP,1,quality,POSITIVE,3.6
qualidade,34797e815a679fdaea88d3aa30dbf46c,SP,1,quality,POSITIVE,3.6
gostei,3012c36a0f6377ec543f931bf33923d9,SP,1,liked,POSITIVE,4.1
bom,c2392e568835f3d748e67d74da04c934,SP,1,good,POSITIVE,13.5
chegou,a75f828f8272cec810f1fc3ec8e88964,SP,1,arrived,POSITIVE,2.5
momento,a75f828f8272cec810f1fc3ec8e88964,SP,1,until-now,NEGATIVE,7.6
prazo,e5f16a228606870d0afa65439fa90be1,SP,1,on-time,POSITIVE,5.6
chegou,e5f16a228606870d0afa65439fa90be1,SP,1,arrived,POSITIVE,2.5
otimo,82dbc38acc657c34ab7bf74c7b70858a,SP,1,great,POSITIVE,40.4
prazo,b82c29ee4251028bd0891ef9e3fe53b9,SP,1,on-time,POSITIVE,5.6
recomendo,b82c29ee4251028bd0891ef9e3fe53b9,SP,1,recommend,POSITIVE,8.1
bom,37d7fe3b89c5111a0bbed48ed650101a,MG,1,good,POSITIVE,13.5
otimo,37d7fe3b89c5111a0bbed48ed650101a,MG,1,great,POSITIVE,40.4
prazo,b2021666ceaca22d815303aa71138966,RJ,1,on-time,POSITIVE,5.6
bom,b2021666ceaca22d815303aa71138966,RJ,1,good,POSITIVE,13.5
satisfeito,869534408eb028640def21e75630def8,SP,1,satisfeito,POSITIVE,24.9
prazo,3e160e93900d5da52f6a8e6fc88d737c,SP,1,on-time,POSITIVE,5.6
